trip_distance(km),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,encoded_driving_style,encoded_tire_type
19,1.3,1,1,1,7.1,0,0,50.0,-9.7,1.0,0
20,3.5,1,1,1,17.6,0,0,51.0,0.8,1.0,0
19,1.5,1,1,1,8.0,0,0,50.0,-8.8,1.0,0
20,3.6,1,1,1,17.9,0,0,52.0,1.1,1.0,0
5,0.6,1,0,0,11.0,0,0,23.0,-5.8,1.0,0
4,0.5,1,0,0,13.0,0,0,26.0,-3.8,1.0,0
19,1.8,1,1,1,9.5,0,0,53.0,-7.3,1.0,0
20,3.7,1,1,1,18.3,0,0,55.0,1.5,1.0,0
33,2.8,1,0,1,8.4,0,0,42.0,-8.4,1.0,0
20,3.4,1,1,1,17.0,0,0,50.0,0.2,1.0,0
20,3.2,1,1,1,15.8,0,0,47.0,-1.0,1.0,0
19,1.4,1,1,1,7.4,0,0,51.0,-9.4,1.0,0
19,1.2,1,1,1,6.2,0,0,46.0,-10.6,1.0,0
19,3.2,1,1,1,16.6,0,0,43.0,-0.2,1.0,0
32,3.8,1,0,1,11.8,0,0,43.0,-5.0,1.0,0
21,1.5,1,0,1,7.3,0,0,52.0,-9.5,1.0,0
19,3.2,1,1,1,17.1,0,0,48.0,0.3,1.0,0
19,1.3,1,1,1,7.1,0,0,51.0,-9.7,1.0,0
20,3.5,1,1,1,17.4,0,0,48.0,0.6,1.0,0
171,21.4,0,1,0,12.5,0,0,67.0,-4.3,1.0,0
2,0.2,1,0,0,10.1,0,0,20.0,-6.7,1.0,0
203,25.2,0,1,0,12.4,0,0,68.0,-4.4,1.0,0
20,3.4,1,1,1,17.0,0,0,52.0,0.2,1.0,0
19,1.6,1,1,1,8.4,0,0,52.0,-8.4,1.0,0
20,3.5,1,1,1,17.6,0,0,42.0,0.8,1.0,0
20,3.4,1,1,1,17.1,0,0,47.0,0.3,1.0,0
19,1.6,1,1,1,8.2,0,0,51.0,-8.6,1.0,0
2,0.3,1,0,0,14.5,0,0,25.0,-2.3,1.0,0
21,1.8,1,0,1,8.7,0,0,52.0,-8.1,1.0,0
19,3.1,1,1,1,16.3,0,0,51.0,-0.5,1.0,0
33,2.4,1,0,1,7.3,0,0,40.0,-9.5,1.0,0
20,3.5,1,1,1,17.4,0,0,43.0,0.6,1.0,0
19,2.7,1,1,1,14.2,0,0,52.0,-2.6,1.0,0
20,2.5,1,1,1,12.7,0,0,33.0,-4.1,1.0,0
90,11.7,1,0,1,13.0,0,0,60.0,-3.8,1.0,0
3,0.4,1,0,0,13.4,0,0,19.0,-3.4,1.0,0
35,4.3,1,0,1,12.3,0,0,28.0,-4.5,1.0,0
2,0.7,1,0,0,33.8,0,0,2.0,17.0,1.0,0
20,3.7,1,1,1,18.4,0,0,50.0,1.6,1.0,0
22,1.8,1,0,1,8.1,0,0,44.0,-8.7,1.0,0
19,1.4,1,1,1,7.6,0,0,53.0,-9.2,1.0,0
20,3.4,1,1,1,17.0,0,0,46.0,0.2,1.0,0
33,2.6,1,0,1,7.9,0,0,41.0,-8.9,1.0,0
20,3.3,1,1,1,16.4,0,0,45.0,-0.4,1.0,0
19,1.3,1,1,1,6.7,0,0,50.0,-10.1,1.0,0
20,3.3,1,1,1,16.5,0,0,50.0,-0.3,1.0,0
209,24.2,0,1,0,11.6,0,0,61.0,-5.2,1.0,0
5,0.5,1,0,0,10.8,0,0,21.0,-6.0,1.0,0
108,13.5,1,0,1,12.5,0,0,55.0,-4.3,1.0,0
120,14.4,0,1,0,12.0,0,0,63.0,-4.8,1.0,0
19,1.3,1,1,1,6.6,0,0,49.0,-10.2,1.0,0
20,3.4,1,1,1,16.8,0,0,50.0,0.0,1.0,0
20,3.4,1,1,1,16.8,0,0,46.0,0.0,1.0,0
19,1.3,1,1,1,7.0,0,0,50.0,-9.8,1.0,0
19,1.2,1,1,1,6.3,0,0,49.0,-10.5,1.0,0
20,3.4,1,1,1,17.1,0,0,54.0,0.3,1.0,0
20,1.9,1,1,1,9.5,0,0,50.0,-7.3,1.0,0
20,3.7,1,1,1,18.4,0,0,48.0,1.6,1.0,0
33,2.5,1,0,1,7.7,0,0,40.0,-9.1,1.0,0
20,3.6,1,1,1,17.9,0,0,49.0,1.1,1.0,0
41,4.7,1,0,1,11.5,0,0,38.0,-5.3,1.0,0
16,1.8,1,0,0,11.0,0,0,23.0,-5.8,1.0,0
5,0.6,1,0,0,12.3,0,0,20.0,-4.5,1.0,0
75,8.8,1,0,1,11.8,0,0,60.0,-5.0,1.0,0
20,3.4,1,1,1,17.2,0,0,55.0,0.4,1.0,0
20,3.3,1,1,1,16.4,0,0,52.0,-0.4,1.0,0
19,1.3,1,1,1,7.0,0,0,50.0,-9.8,1.0,0
32,2.4,1,0,1,7.6,0,0,32.0,-9.2,1.0,0
20,3.9,1,1,1,19.5,0,0,47.0,2.7,1.0,0
19,1.5,1,1,1,7.9,0,0,49.0,-8.9,1.0,0
20,3.3,1,1,1,16.5,0,0,50.0,-0.3,1.0,0
19,1.4,1,1,1,7.5,0,0,51.0,-9.3,1.0,0
20,3.3,1,1,1,16.5,0,0,52.0,-0.3,1.0,0
20,3.3,1,1,1,16.5,0,0,43.0,-0.3,1.0,0
19,1.4,1,1,1,7.3,0,0,47.0,-9.5,1.0,0
41,4.8,1,0,1,11.7,0,0,37.0,-5.1,1.0,0
4,0.5,1,0,0,12.8,0,0,25.0,-4.0,1.0,0
19,2.1,1,1,1,10.8,0,0,31.0,-6.0,1.0,0
33,3.1,1,0,1,9.3,0,0,37.0,-7.5,1.0,0
20,3.4,1,1,1,16.9,0,0,52.0,0.1,1.0,0
20,3.5,1,1,1,17.5,0,0,47.0,0.7,1.0,0
19,1.4,1,1,1,7.6,0,0,50.0,-9.2,1.0,0
62,8.4,1,0,1,13.6,0,0,63.0,-3.2,1.0,0
23,2.6,1,0,1,11.4,0,0,39.0,-5.4,1.0,0
4,0.2,1,0,0,5.5,0,0,24.0,-11.3,1.0,0
4,0.8,1,0,0,20.4,0,0,24.0,3.6,1.0,0
19,1.3,1,1,1,7.1,0,0,45.0,-9.7,1.0,0
20,3.3,1,1,1,16.5,0,0,45.0,-0.3,1.0,0
19,3.3,1,1,1,17.3,0,0,44.0,0.5,1.0,0
19,1.2,1,1,1,6.3,0,0,49.0,-10.5,1.0,0
35,3.3,1,0,1,9.4,0,0,47.0,-7.4,1.0,0
19,3.1,1,1,1,16.5,0,0,50.0,-0.3,1.0,0
7,0.9,1,0,0,12.5,0,0,28.0,-4.3,1.0,0
21,1.6,1,0,1,7.6,0,0,51.0,-9.2,1.0,0
19,3.2,1,1,1,16.6,0,0,51.0,-0.2,1.0,0
19,1.3,1,1,1,6.9,0,0,51.0,-9.9,1.0,0
20,3.5,1,1,1,17.4,0,0,45.0,0.6,1.0,0
551,72.7,0,1,0,13.2,0,0,73.0,-3.6,1.0,0
12,1.3,1,0,0,10.8,0,0,47.0,-6.0,1.0,0
43,5.5,1,0,1,12.9,0,0,37.0,-3.9,1.0,0
1,0.1,1,0,0,14.2,0,0,15.0,-2.6,1.0,0
4,0.6,1,0,0,15.5,0,0,14.0,-1.3,1.0,0
38,4.3,1,0,1,11.4,0,0,46.0,-5.4,1.0,0
64,7.1,1,0,1,11.1,0,0,36.0,-5.7,1.0,0
10,1.0,1,0,0,10.4,0,0,35.0,-6.4,1.0,0
7,0.7,1,0,0,10.6,0,0,42.0,-6.2,1.0,0
29,3.5,1,0,1,12.1,0,0,27.0,-4.7,1.0,0
41,5.5,1,0,1,13.3,0,0,56.0,-3.5,1.0,0
38,4.1,1,0,1,10.9,0,0,30.0,-5.9,1.0,0
15,1.9,1,0,0,12.6,0,0,34.0,-4.2,1.0,0
2,0.3,1,0,0,12.7,0,0,16.0,-4.1,1.0,0
636,84.6,0,1,0,13.3,0,0,73.0,-3.5,1.0,0
20,3.3,1,1,1,16.5,0,0,54.0,-0.3,1.0,0
33,3.1,1,0,1,9.5,0,0,35.0,-7.3,1.0,0
33,2.5,1,0,1,7.6,0,0,40.0,-9.2,1.0,0
20,3.6,1,1,1,17.9,0,0,45.0,1.1,1.0,0
19,1.4,1,1,1,7.6,0,0,49.0,-9.2,1.0,0
19,3.4,1,1,1,17.9,0,0,46.0,1.1,1.0,0
2,0.3,1,0,0,14.6,0,0,22.0,-2.2,1.0,0
21,1.5,1,0,1,7.3,0,0,51.0,-9.5,1.0,0
19,3.4,1,1,1,18.1,0,0,52.0,1.3,1.0,0
27,3.0,1,0,1,11.2,0,0,41.0,-5.6,1.0,0
6,0.7,1,0,0,11.2,0,0,24.0,-5.6,1.0,0
4,0.2,1,0,0,4.5,0,0,25.0,-12.3,1.0,0
5,1.0,1,0,0,19.1,0,0,24.0,2.3,1.0,0
10,1.1,1,0,0,11.0,0,0,29.0,-5.8,1.0,0
10,1.2,1,0,0,11.6,0,0,31.0,-5.2,1.0,0
19,1.3,1,1,1,6.6,0,0,50.0,-10.2,1.0,0
19,3.2,1,1,1,16.9,0,0,46.0,0.1,1.0,0
4,0.2,1,0,0,4.5,0,0,26.0,-12.3,1.0,0
25,2.3,1,0,1,9.3,0,0,33.0,-7.5,1.0,0
19,3.2,1,1,1,16.9,0,0,49.0,0.1,1.0,0
46,4.4,1,0,1,9.6,0,0,44.0,-7.2,1.0,0
33,4.2,1,0,1,12.7,0,0,48.0,-4.1,1.0,0
19,3.2,1,1,1,17.1,0,0,48.0,0.3,1.0,0
15,1.7,1,0,0,11.4,0,0,41.0,-5.4,1.0,0
21,1.5,1,0,1,7.3,0,0,46.0,-9.5,1.0,0
19,3.2,1,1,1,16.7,0,0,46.0,-0.1,1.0,0
19,1.1,1,1,1,5.6,0,0,47.0,-11.2,1.0,0
189,21.16,0,1,1,11.2,0,0,67.0,-5.6,1.0,0
52,7.6,1,0,1,14.6,1,0,43.0,-2.2,0.0,0
19,1.3,1,1,1,7.1,0,0,51.0,-9.7,1.0,0
20,3.3,1,0,1,16.7,0,0,52.0,-0.1,1.0,0
42,4.3,1,0,1,10.3,0,0,30.0,-6.5,1.0,0
19,1.6,1,1,1,8.2,0,0,50.0,-8.6,1.0,0
22,3.6,1,0,1,16.5,0,0,45.0,-0.3,1.0,0
15,1.7,1,0,0,11.2,0,0,38.0,-5.6,1.0,0
21,1.7,1,0,1,8.3,0,0,41.0,-8.5,1.0,0
19,3.1,1,1,1,16.1,0,0,46.0,-0.7,1.0,0
19,1.3,1,1,1,6.8,0,0,50.0,-10.0,1.0,0
19,3.3,1,1,1,17.2,0,0,44.0,0.4,1.0,0
7,0.8,1,0,0,11.8,0,0,21.0,-5.0,1.0,0
4,0.4,1,0,0,10.8,0,0,25.0,-6.0,1.0,0
142,18.5,0,1,0,13.0,0,0,72.0,-3.8,1.0,0
44,6.4,1,0,1,14.6,0,0,61.0,-2.2,1.0,0
35,3.7,1,0,1,10.7,0,0,42.0,-6.1,1.0,0
19,3.2,1,1,1,16.9,0,0,47.0,0.1,1.0,0
19,3.2,1,1,1,16.9,0,0,47.0,0.1,1.0,0
19,1.5,1,1,1,7.8,0,0,40.0,-9.0,1.0,0
19,1.3,1,1,1,6.8,0,0,52.0,-10.0,1.0,0
19,3.2,1,1,1,16.7,0,0,48.0,-0.1,1.0,0
2,0.3,1,0,0,13.0,0,0,25.0,-3.8,1.0,0
22,1.6,1,0,1,7.1,0,0,42.0,-9.7,1.0,0
20,3.6,1,0,1,17.8,0,0,43.0,1.0,1.0,0
20,1.5,1,0,1,7.5,0,0,43.0,-9.3,1.0,0
20,3.6,1,0,1,18.0,0,0,48.0,1.2,1.0,0
387,48.8,0,1,0,12.6,0,0,61.0,-4.2,1.0,1
20,3.5,1,1,1,17.5,0,0,51.0,0.7,1.0,1
20,3.4,1,1,1,16.9,0,0,46.0,0.1,1.0,1
36,2.9,1,0,1,8.0,0,0,45.0,-8.8,1.0,1
20,1.5,1,1,1,7.3,0,0,50.0,-9.5,1.0,1
20,3.5,1,1,1,17.6,0,0,50.0,0.8,1.0,1
2,0.3,1,0,0,15.2,0,0,28.0,-1.6,1.0,1
21,1.7,1,0,1,8.2,0,0,49.0,-8.6,1.0,1
20,4.0,1,1,1,19.9,0,0,52.0,3.1,1.0,1
37,3.5,1,0,1,9.5,0,0,38.0,-7.3,1.0,1
20,3.5,1,1,1,17.4,0,0,46.0,0.6,1.0,1
168,21.5,0,1,0,12.8,0,0,81.0,-4.0,1.0,1
5,1.1,1,0,0,22.3,0,0,26.0,5.5,1.0,1
203,31.3,0,1,0,15.4,0,0,70.0,-1.4,2.0,1
4,0.7,1,0,0,16.7,0,0,15.0,-0.1,1.0,1
20,3.4,1,1,1,17.2,0,0,48.0,0.4,1.0,1
37,3.7,1,0,1,9.9,0,0,40.0,-6.9,1.0,1
20,1.8,1,1,1,8.8,0,0,54.0,-8.0,1.0,1
20,3.5,1,1,1,17.4,0,0,51.0,0.6,1.0,1
20,1.8,1,1,1,8.9,0,0,53.0,-7.9,1.0,1
20,3.5,1,1,1,17.7,0,0,49.0,0.9,1.0,1
2,0.3,1,0,0,15.3,0,0,22.0,-1.5,1.0,1
21,1.9,1,0,1,9.2,0,0,41.0,-7.6,1.0,1
20,3.6,1,1,1,18.0,0,0,42.0,1.2,1.0,1
107,13.7,1,0,1,12.8,0,0,68.0,-4.0,1.0,1
85,12.2,1,0,1,14.3,0,0,65.0,-2.5,1.0,1
37,3.5,1,0,1,9.5,0,0,40.0,-7.3,1.0,1
20,4.4,1,1,1,21.8,0,0,58.0,5.0,1.0,1
20,1.6,1,1,1,8.1,0,0,52.0,-8.7,1.0,1
20,3.4,1,1,1,17.2,0,0,52.0,0.4,1.0,1
20,1.7,1,1,1,8.3,0,0,53.0,-8.5,1.0,1
20,3.7,1,1,1,18.3,0,0,40.0,1.5,1.0,1
22,3.8,1,0,1,17.4,0,0,44.0,0.6,1.0,1
20,1.8,1,1,1,9.2,0,0,51.0,-7.6,1.0,1
2,0.3,1,0,0,16.6,0,0,19.0,-0.2,1.0,1
21,1.8,1,0,1,8.5,0,0,52.0,-8.3,1.0,1
20,3.5,1,1,1,17.7,0,0,47.0,0.9,1.0,1
36,3.3,1,0,1,9.1,0,0,41.0,-7.7,1.0,1
20,3.7,1,1,1,18.3,0,0,48.0,1.5,1.0,1
7,0.9,1,0,0,12.5,0,0,30.0,-4.3,1.0,1
20,3.4,1,1,1,17.0,0,0,54.0,0.2,1.0,1
20,1.7,1,1,1,8.3,0,0,50.0,-8.5,1.0,1
20,1.7,1,1,1,8.3,0,0,50.0,-8.5,1.0,1
20,3.7,1,1,1,18.5,0,0,49.0,1.7,1.0,1
20,1.7,1,1,1,8.5,0,0,53.0,-8.3,1.0,1
20,3.5,1,1,1,17.5,0,0,53.0,0.7,1.0,1
2,0.3,1,0,0,15.8,0,0,26.0,-1.0,1.0,1
21,1.9,1,0,1,9.0,0,0,54.0,-7.8,1.0,1
20,3.6,1,1,1,17.8,0,0,51.0,1.0,1.0,1
3,0.4,1,0,0,14.6,0,0,26.0,-2.2,1.0,1
3,0.4,1,0,0,11.9,0,0,28.0,-4.9,1.0,1
172,23.9,0,1,0,13.9,0,0,72.0,-2.9,1.0,1
191,23.7,0,1,0,12.4,0,0,65.0,-4.4,1.0,1
20,3.4,1,1,1,16.9,0,0,48.0,0.1,1.0,1
20,1.5,1,1,1,7.6,0,0,49.0,-9.2,1.0,1
20,3.6,1,1,1,17.8,0,0,52.0,1.0,1.0,1
2,0.3,1,0,0,14.8,0,0,27.0,-2.0,1.0,1
21,1.6,1,0,1,7.8,0,0,52.0,-9.0,1.0,1
20,3.5,1,1,1,17.5,0,0,56.0,0.7,1.0,1
20,1.8,1,1,1,8.8,0,0,52.0,-8.0,1.0,1
20,3.4,1,1,1,17.2,0,0,51.0,0.4,1.0,1
248,31.7,0,1,0,12.8,0,0,67.0,-4.0,1.0,1
151,19.3,0,1,0,12.8,0,0,69.0,-4.0,1.0,1
268,33.2,0,1,0,12.4,0,0,74.0,-4.4,1.0,1
33,3.0,1,0,1,9.0,0,0,41.0,-7.8,1.0,1
20,3.5,1,1,1,17.4,0,0,45.0,0.6,1.0,1
20,1.8,1,1,1,8.9,0,0,41.0,-7.9,1.0,1
20,3.6,1,1,1,17.8,0,0,49.0,1.0,1.0,1
38,3.9,1,0,1,10.3,0,0,37.0,-6.5,1.0,1
20,3.4,1,1,1,17.1,0,0,48.0,0.3,1.0,1
21,1.8,1,0,1,8.6,0,0,49.0,-8.2,1.0,1
2,0.3,1,0,0,14.3,0,0,25.0,-2.5,1.0,1
20,3.6,1,1,1,18.0,0,0,42.0,1.2,1.0,1
20,1.6,1,1,1,8.2,0,0,50.0,-8.6,1.0,1
20,3.5,1,1,1,17.5,0,0,43.0,0.7,1.0,1
13,1.5,1,0,0,11.8,0,0,20.0,-5.0,1.0,1
5,0.3,1,0,0,5.2,0,0,36.0,-11.6,1.0,1
5,0.9,1,0,0,17.7,0,0,27.0,0.9,1.0,1
20,1.4,1,1,1,7.2,0,0,36.0,-9.6,1.0,1
20,3.3,1,1,1,16.7,0,0,46.0,-0.1,1.0,1
20,3.4,1,1,1,16.9,0,0,45.0,0.1,1.0,1
20,1.4,1,1,1,7.2,0,0,47.0,-9.6,1.0,1
20,1.6,1,1,1,7.8,0,0,50.0,-9.0,1.0,1
20,3.6,1,1,1,18.1,0,0,43.0,1.3,1.0,1
15,1.7,1,0,0,11.2,0,0,40.0,-5.6,1.0,1
21,1.7,1,0,1,8.2,0,0,39.0,-8.6,1.0,1
20,3.5,1,1,1,17.3,0,0,43.0,0.5,1.0,1
20,1.5,1,1,1,7.5,0,0,52.0,-9.3,1.0,1
20,3.6,1,1,1,18.2,0,0,48.0,1.4,1.0,1
154,20.8,0,1,0,13.5,0,0,37.0,-3.3,1.0,1
113,15.6,1,0,1,13.8,0,0,65.0,-3.0,1.0,1
49,6.0,1,0,1,12.3,0,0,50.0,-4.5,1.0,1
43,5.2,1,0,1,12.2,0,0,57.0,-4.6,1.0,1
36,3.5,1,0,1,9.8,0,0,42.0,-7.0,1.0,1
20,3.5,1,1,1,17.3,0,0,52.0,0.5,1.0,1
20,3.4,1,1,1,16.9,0,0,46.0,0.1,1.0,1
20,1.8,1,1,1,8.9,0,0,47.0,-7.9,1.0,1
39,3.7,1,0,1,9.5,0,0,40.0,-7.3,1.0,1
20,3.7,1,1,1,18.4,0,0,44.0,1.6,1.0,1
3,0.5,1,0,0,15.5,0,0,15.0,-1.3,1.0,1
21,1.9,1,0,1,9.0,0,0,52.0,-7.8,1.0,1
20,3.3,1,1,1,16.7,0,0,47.0,-0.1,1.0,1
20,3.6,1,1,1,17.9,0,0,50.0,1.1,1.0,1
20,1.7,1,1,1,8.6,0,0,53.0,-8.2,1.0,1
7,0.9,1,0,0,13.2,0,0,22.0,-3.6,1.0,1
5,0.7,1,0,0,13.4,0,0,21.0,-3.4,1.0,1
96,13.4,1,0,1,14.0,0,0,59.0,-2.8,1.0,1
106,14.9,1,0,1,14.1,0,0,59.0,-2.7,1.0,1
20,2.0,1,1,1,9.9,0,0,45.0,-6.9,1.0,1
20,3.7,1,1,1,18.4,0,0,49.0,1.6,1.0,1
20,1.5,1,1,1,7.6,0,0,42.0,-9.2,1.0,1
20,3.6,1,1,1,18.2,0,0,48.0,1.4,1.0,1
37,3.6,1,0,1,9.8,0,0,42.0,-7.0,1.0,1
20,3.5,1,1,1,17.5,0,0,49.0,0.7,1.0,1
2,0.3,1,0,0,14.7,0,0,25.0,-2.1,1.0,1
21,1.7,1,0,1,8.2,0,0,50.0,-8.6,1.0,1
20,3.6,1,1,1,17.9,0,0,48.0,1.1,1.0,1
20,1.7,1,1,1,8.5,0,0,48.0,-8.3,1.0,1
20,3.6,1,1,1,17.9,0,0,53.0,1.1,1.0,1
285,35.6,0,1,0,12.5,0,0,61.0,-4.3,1.0,1
66,8.1,1,0,1,12.2,0,0,42.0,-4.6,1.0,1
25,3.1,1,0,1,12.4,0,0,27.0,-4.4,1.0,1
20,1.7,1,1,1,8.7,0,0,27.0,-8.1,1.0,1
20,1.82,1,1,1,9.1,0,0,42.0,-7.7,1.0,1
20,3.8,1,1,1,19.0,0,0,37.0,2.2,1.0,1
20,2.2,1,1,1,11.0,0,0,46.0,-5.8,1.0,1
20,3.86,1,1,1,19.3,0,0,52.0,2.5,1.0,1
15,1.98,1,0,0,13.2,0,0,39.0,-3.6,1.0,1
21,2.06,1,0,1,9.8,0,0,45.0,-7.0,1.0,1
20,3.72,1,1,1,18.6,0,0,51.0,1.8,1.0,1
20,1.66,1,1,1,8.3,0,0,42.0,-8.5,1.0,1
20,3.64,1,1,1,18.2,0,0,50.0,1.4,1.0,1
174,26.27,0,1,0,15.1,0,0,71.0,-1.7,1.0,1
295,39.53,0,1,0,13.4,0,0,71.0,-3.4,1.0,1
20,1.68,1,1,1,8.4,0,0,50.0,-8.4,1.0,1
20,3.96,1,1,1,19.8,0,0,42.0,3.0,1.0,1
20,1.58,1,1,1,7.9,0,0,50.0,-8.9,1.0,1
20,3.94,1,1,1,19.7,0,0,39.0,2.9,1.0,1
20,1.88,1,1,1,9.4,0,0,48.0,-7.4,1.0,1
20,3.9,1,1,1,19.5,0,0,45.0,2.7,1.0,1
21,2.48,1,0,1,11.8,0,0,43.0,-5.0,1.0,1
2,0.42,1,0,0,21.0,1,0,24.0,4.2,0.0,1
20,3.92,1,1,1,19.6,0,0,40.0,2.8,1.0,1
20,1.86,1,1,1,9.3,0,0,48.0,-7.5,1.0,1
20,3.68,1,1,1,18.4,0,0,54.0,1.6,1.0,1
3,0.44,1,0,0,14.7,0,0,26.0,-2.1,1.0,1
3,0.29,1,0,0,9.8,0,0,29.0,-7.0,1.0,1
20,1.9,1,1,1,9.5,0,0,46.0,-7.3,1.0,1
20,3.76,1,1,1,18.8,0,0,46.0,2.0,1.0,1
20,4.0,1,1,1,20.0,1,1,42.0,3.2,1.0,1
20,1.8,1,1,1,9.0,0,0,51.0,-7.8,1.0,1
20,2.06,1,1,1,10.3,0,0,38.0,-6.5,1.0,1
20,4.0,1,1,1,20.0,0,0,45.0,3.2,1.0,1
15,1.94,1,0,0,12.9,0,0,37.0,-3.9,1.0,1
21,1.85,1,0,1,8.8,0,0,48.0,-8.0,1.0,1
20,3.68,1,1,1,18.4,0,0,45.0,1.6,1.0,1
20,3.82,1,1,1,19.1,0,0,42.0,2.3,1.0,1
20,1.86,1,1,1,9.3,0,0,50.0,-7.5,1.0,1
4,0.54,1,0,0,13.4,0,0,27.0,-3.4,1.0,1
4,0.63,1,0,0,15.8,0,0,27.0,-1.0,1.0,1
5,0.75,1,0,0,15.0,0,0,20.0,-1.8,1.0,1
20,1.88,1,1,1,9.4,0,0,47.0,-7.4,1.0,1
20,3.96,1,1,1,19.8,0,0,50.0,3.0,1.0,1
15,1.92,1,0,0,12.8,0,0,39.0,-4.0,1.0,1
21,1.79,1,0,1,8.5,0,0,43.0,-8.3,1.0,1
20,3.62,1,1,1,18.1,0,0,49.0,1.3,1.0,1
20,1.6,1,1,1,8.0,0,0,46.0,-8.8,1.0,1
20,3.58,1,1,1,17.9,0,0,47.0,1.1,1.0,1
2,0.34,1,0,0,16.9,0,0,27.0,0.1,1.0,1
21,1.85,1,0,1,8.8,0,0,41.0,-8.0,1.0,1
20,3.8,1,1,1,19.0,0,0,50.0,2.2,1.0,1
20,3.8,1,1,1,19.0,0,0,53.0,2.2,1.0,1
71,8.09,1,0,1,11.4,0,0,57.0,-5.4,1.0,1
73,10.07,1,0,1,13.8,0,0,43.0,-3.0,1.0,1
43,7.4,1,0,1,17.2,0,0,58.0,0.4,1.0,1
20,1.96,1,1,1,9.8,0,0,48.0,-7.0,1.0,1
20,3.76,1,1,1,18.8,0,0,47.0,2.0,1.0,1
20,2.14,1,1,1,10.7,0,0,49.0,-6.1,1.0,1
20,3.76,1,1,1,18.8,0,0,50.0,2.0,1.0,1
20,1.9,1,1,1,9.5,0,0,49.0,-7.3,1.0,1
20,3.78,1,1,1,18.9,0,0,47.0,2.1,1.0,1
21,2.08,1,0,1,9.9,0,0,47.0,-6.9,1.0,1
15,2.1,1,0,0,14.0,0,0,36.0,-2.8,1.0,1
20,3.68,1,1,1,18.4,0,0,46.0,1.6,1.0,1
20,1.88,1,1,1,9.4,0,0,50.0,-7.4,1.0,1
20,3.68,1,1,1,18.4,0,0,44.0,1.6,1.0,1
24,2.33,1,0,1,9.7,0,0,39.0,-7.1,1.0,1
20,3.72,1,1,1,18.6,0,0,51.0,1.8,1.0,1
20,1.64,1,1,1,8.2,0,0,51.0,-8.6,1.0,1
19,2.36,1,0,0,12.4,0,0,33.0,-4.4,1.0,1
20,3.68,1,1,1,18.4,0,0,49.0,1.6,1.0,1
20,1.98,1,1,1,9.9,0,0,51.0,-6.9,1.0,1
20,3.8,1,1,1,19.0,0,0,49.0,2.2,1.0,1
15,2.1,1,0,0,14.0,0,0,37.0,-2.8,1.0,1
21,1.95,1,0,1,9.3,0,0,43.0,-7.5,1.0,1
20,3.68,1,1,1,18.4,0,0,50.0,1.6,1.0,1
20,1.86,1,1,1,9.3,0,0,47.0,-7.5,1.0,1
20,4.04,1,1,1,20.2,1,1,52.0,3.4,1.0,1
47,6.11,1,0,1,13.0,0,0,33.0,-3.8,1.0,1
10,1.55,1,0,0,15.5,0,0,32.0,-1.3,1.0,1
40,5.88,1,0,1,14.7,0,0,49.0,-2.1,1.0,1
20,1.98,1,1,1,9.9,0,0,51.0,-6.9,1.0,1
20,4.08,1,1,1,20.4,0,0,51.0,3.6,1.0,1
20,2.14,1,1,1,10.7,0,0,43.0,-6.1,1.0,1
20,4.36,1,1,1,21.8,0,0,52.0,5.0,1.0,1
20,2.36,1,1,1,11.8,0,0,43.0,-5.0,1.0,1
20,3.76,1,1,1,18.8,0,0,46.0,2.0,1.0,1
12,1.64,1,0,0,13.7,0,0,30.0,-3.1,1.0,1
4,0.62,1,0,0,15.4,0,0,21.0,-1.4,1.0,1
18,3.28,1,0,0,18.2,0,0,32.0,1.4,1.0,1
6,1.19,1,0,0,19.8,0,0,16.0,3.0,1.0,1
28,3.53,1,0,1,12.6,0,0,35.0,-4.2,1.0,1
20,3.94,1,1,1,19.7,0,0,50.0,2.9,1.0,1
20,2.16,1,1,1,10.8,0,0,48.0,-6.0,1.0,1
20,3.82,1,1,1,19.1,0,0,54.0,2.3,1.0,1
23,2.39,1,0,1,10.4,0,0,27.0,-6.4,1.0,1
20,3.82,1,1,1,19.1,0,0,51.0,2.3,1.0,1
38,4.48,1,0,1,11.8,0,0,41.0,-5.0,1.0,1
20,4.24,1,1,1,21.2,0,0,44.0,4.4,1.0,1
25,3.88,1,0,1,15.5,0,0,30.0,-1.3,1.0,1
72,9.5,1,1,0,13.2,0,0,48.0,-3.6,1.0,1
86,13.07,0,1,0,15.2,1,1,58.0,-1.6,0.0,1
4,0.6,1,0,0,15.0,0,0,19.0,-1.8,0.0,1
46,6.39,1,1,1,13.9,0,0,45.0,-2.9,0.0,1
37,5.36,1,0,1,14.5,0,0,45.0,-2.3,0.0,1
3,0.47,1,0,0,15.9,0,0,31.0,-0.9,0.0,1
56,7.39,1,1,1,13.2,0,1,49.0,-3.6,0.0,1
33,5.15,1,1,0,15.6,0,0,52.0,-1.2,0.0,1
20,2.66,1,1,0,13.3,0,0,42.0,-3.5,0.0,1
3,0.48,1,0,0,16.3,0,0,33.0,-0.5,0.0,1
101,13.63,0,1,0,13.5,0,0,51.0,-3.3,0.0,1
46,6.25,0,1,0,13.6,0,0,37.0,-3.2,0.0,1
20,1.7,1,1,1,8.5,0,0,41.0,-8.3,0.0,1
20,3.94,1,1,1,19.2,0,0,47.0,2.4,2.0,1
74,9.76,1,0,1,13.2,0,0,37.0,-3.6,2.0,1
